Target,Event,Mode,TSM,ESM,pl_orbper,pl_rade,pl_Teq
TRAPPIST1g,Transit,NIRSPEC.BOTS+PRISM,15.1460684462777,0.0434521278946001,12.352446,1.129,196.57568516986
TRAPPIST1h,Transit,NIRSPEC.BOTS+PRISM,15.8778307591775,0.0048692263427701,18.772866,0.755,170.050066003938
TRAPPIST1h,Transit,NIRSPEC.BOTS+PRISM,15.8778307591775,0.0048692263427701,18.772866,0.755,170.050066003938
TRAPPIST1h,Transit,NIRSPEC.BOTS+PRISM,15.8778307591775,0.0048692263427701,18.772866,0.755,170.050066003938
TrES4b,Transit,NIRSPEC.BOTS+G395H,260.729840439683,86.3496731307791,3.55392921,20.602,1778.0
V1298Taub,Transit,NIRSPEC.BOTS+G395H,30.4668419653705,15.0251817406186,24.141341,9.53,676.179199589184
V1298Tauc,Transit,NIRSPEC.BOTS+G395H,19.417697743367,11.3790153744502,8.2438,5.05,966.346793352822
WASP107b,Transit,NIRCAM.GRISMR+F322W2,1038.07358716561,108.091459135981,5.7214904,10.536,770.0
WASP107b,Transit,NIRCAM.GRISMR+F444W,1038.07358716561,108.091459135981,5.7214904,10.536,770.0
WASP107b,Transit,NIRISS.SOSS,1038.07358716561,108.091459135981,5.7214904,10.536,770.0
WASP107b,Transit,NIRSPEC.BOTS+G395H,1038.07358716561,108.091459135981,5.7214904,10.536,770.0
WASP107b,Transit,NIRSPEC.BOTS+G395H,1038.07358716561,108.091459135981,5.7214904,10.536,770.0
WASP107b,Transit,NIRSPEC.BOTS+G395H,1038.07358716561,108.091459135981,5.7214904,10.536,770.0
WASP107b,Transit,MIRI.LRS,1038.07358716561,108.091459135981,5.7214904,10.536,770.0
WASP121b,PhaseC,NIRISS.SOSS,359.795988554978,335.286197385243,1.274925,19.649,2720.0
WASP121b,PhaseC,NIRSPEC.BOTS+G395H,359.795988554978,335.286197385243,1.274925,19.649,2720.0
WASP121b,Eclipse,MIRI.LRS,359.795988554978,335.286197385243,1.274925,19.649,2720.0
WASP127b,Transit,NIRISS.SOSS,838.190793927347,129.611498875891,4.17806476,14.695,1400.0
