Target,Event,Mode,TSM,ESM,pl_orbper,pl_rade,pl_Teq
WASP127b,Transit,NIRSPEC.BOTS+G395H,838.190793927347,129.611498875891,4.17806476,14.695,1400.0
WASP15b,Transit,NIRSPEC.BOTS+G395H,213.748308734438,94.4473185095391,3.7520998,16.006,1676.0
WASP164b,Transit,NIRISS.SOSS,34.0907683357754,85.8651634644955,1.77713739,12.644,1610.0
WASP166b,Transit,NIRISS.SOSS,230.756010571117,38.0263125148816,5.4435397,7.062,1273.23323096738
WASP166b,Transit,NIRSPEC.BOTS+G395M,230.756010571117,38.0263125148816,5.4435397,7.062,1273.23323096738
WASP178b,Transit,NIRSPEC.BOTS+G395H,216.738022856196,140.388028423054,3.3448369,21.745,2399.48501295566
WASP17b,Transit,NIRISS.SOSS,486.426993085583,143.708506827009,3.73543,22.317,1738.0
WASP17b,Transit,NIRISS.SOSS,486.426993085583,143.708506827009,3.73543,22.317,1738.0
WASP17b,Eclipse,NIRISS.SOSS,486.426993085583,143.708506827009,3.73543,22.317,1738.0
WASP17b,Transit,NIRSPEC.BOTS+G395H,486.426993085583,143.708506827009,3.73543,22.317,1738.0
WASP17b,Eclipse,NIRSPEC.BOTS+G395H,486.426993085583,143.708506827009,3.73543,22.317,1738.0
WASP17b,Transit,MIRI.LRS,486.426993085583,143.708506827009,3.73543,22.317,1738.0
WASP17b,Eclipse,MIRI.LRS,486.426993085583,143.708506827009,3.73543,22.317,1738.0
WASP18b,Eclipse,NIRISS.SOSS,27.5996205913915,314.171930085442,0.94145242,13.899,2426.58412427831
WASP18b,Transit,NIRCAM.GRISMR+F322W2,27.5996205913915,314.171930085442,0.94145242,13.899,2426.58412427831
WASP18b,Transit,NIRISS.SOSS,27.5996205913915,314.171930085442,0.94145242,13.899,2426.58412427831
WASP19b,Eclipse,NIRSPEC.BOTS+PRISM,173.54828829225,232.644136576419,0.788839,15.861,2110.22768697691
WASP39b,Transit,NIRISS.SOSS,368.912569561514,92.4127880438116,4.05527892,14.336,1166.0
WASP39b,Transit,NIRCAM.GRISMR+F322W2,368.912569561514,92.4127880438116,4.05527892,14.336,1166.0
WASP39b,Transit,NIRSPEC.BOTS+G395H,368.912569561514,92.4127880438116,4.05527892,14.336,1166.0
WASP39b,Transit,NIRSPEC.BOTS+PRISM,368.912569561514,92.4127880438116,4.05527892,14.336,1166.0
WASP39b,Transit,MIRI.LRS,368.912569561514,92.4127880438116,4.05527892,14.336,1166.0
WASP43b,PhaseC,NIRSPEC.BOTS+G395H,109.802576273941,431.933939220801,0.8134749,11.613,1426.7
WASP43b,PhaseC,MIRI.LRS,109.802576273941,431.933939220801,0.8134749,11.613,1426.7
WASP47e,Eclipse,NIRSPEC.BOTS+G395H,14.8405645457037,3.06766547004908,0.7895933,1.808,2325.3213009529
WASP47e,Eclipse,NIRSPEC.BOTS+G395H,14.8405645457037,3.06766547004908,0.7895933,1.808,2325.3213009529
WASP52b,Transit,NIRISS.SOSS,324.226056456817,174.955819803133,1.74978082,13.709,1309.0
WASP52b,Transit,NIRISS.SOSS,324.226056456817,174.955819803133,1.74978082,13.709,1309.0
WASP52b,Eclipse,NIRSPEC.BOTS+PRISM,324.226056456817,174.955819803133,1.74978082,13.709,1309.0
WASP52b,Transit,NIRSPEC.BOTS+G395H,324.226056456817,174.955819803133,1.74978082,13.709,1309.0
WASP63b,Transit,NIRISS.SOSS,169.930289015736,59.4077659804172,4.378083,14.908,1528.74580389569
WASP69b,Eclipse,MIRI.LRS,840.854766517125,243.97241043079,3.868139,11.848,963.0
WASP69b,Eclipse,NIRCAM.GRISMR+F322W2,840.854766517125,243.97241043079,3.868139,11.848,963.0
WASP69b,Eclipse,NIRCAM.GRISMR+F444W,840.854766517125,243.97241043079,3.868139,11.848,963.0
WASP69b,Transit,NIRSPEC.BOTS+G395H,840.854766517125,243.97241043079,3.868139,11.848,963.0
WASP69b,Transit,MIRI.LRS,840.854766517125,243.97241043079,3.868139,11.848,963.0
WASP77Ab,Eclipse,NIRSPEC.BOTS+G395H,190.531623548024,373.551390536434,1.36002869,13.787,1712.519080262
WASP80b,Transit,MIRI.LRS,296.366280442123,218.308217671181,3.0678527,10.671,825.0
WASP80b,Eclipse,MIRI.LRS,296.366280442123,218.308217671181,3.0678527,10.671,825.0
WASP80b,Transit,NIRCAM.GRISMR+F322W2,296.366280442123,218.308217671181,3.0678527,10.671,825.0
WASP80b,Transit,NIRCAM.GRISMR+F444W,296.366280442123,218.308217671181,3.0678527,10.671,825.0
WASP80b,Eclipse,NIRCAM.GRISMR+F322W2,296.366280442123,218.308217671181,3.0678527,10.671,825.0
WASP80b,Eclipse,NIRCAM.GRISMR+F444W,296.366280442123,218.308217671181,3.0678527,10.671,825.0
WASP80b,Transit,NIRISS.SOSS,296.366280442123,218.308217671181,3.0678527,10.671,825.0
WASP89b,Transit,NIRISS.SOSS,7.01274466838569,48.2483695116417,3.3564182,11.657,1120.0
WASP94Ab,Transit,NIRSPEC.BOTS+G395H,511.877399183487,159.596413845994,3.95020049,19.279,1604.0
WASP96b,Transit,NIRISS.SOSS,116.867867642644,55.7098796324215,3.4252577,13.451,1285.0
WASP96b,Transit,NIRSPEC.BOTS+G395H,116.867867642644,55.7098796324215,3.4252577,13.451,1285.0
WD1856+534b,Transit,NIRSPEC.BOTS+PRISM,391.009047101192,10.0023810886971,1.4079405,10.4,181.076846356271
WD1856+534b,Transit,NIRSPEC.BOTS+PRISM,391.009047101192,10.0023810886971,1.4079405,10.4,181.076846356271
WD1856+534b,Transit,NIRSPEC.BOTS+PRISM,391.009047101192,10.0023810886971,1.4079405,10.4,181.076846356271
WD1856+534b,Transit,NIRSPEC.BOTS+PRISM,391.009047101192,10.0023810886971,1.4079405,10.4,181.076846356271
WD1856+534b,Transit,NIRSPEC.BOTS+PRISM,391.009047101192,10.0023810886971,1.4079405,10.4,181.076846356271
WD1856+534b,Transit,NIRSPEC.BOTS+G395M,391.009047101192,10.0023810886971,1.4079405,10.4,181.076846356271
