toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate,pl_bmasse,scale,Vmag,Jmag,Hmag,TSM,vsini
2092.01,393965778,PC,14h10m11.4s,212.547487,+45d33m49.92s,45.563868,95.843,0.044,-0.044,0,-29.282,0.047,-0.047,0,2459687.380579,0.003385,-0.003385,0,4.3032437,0.00003,-0.00003,0,2.202,0.396,-0.396,0,0.00065,1.70612,-1.70612,0,2.66568,0.201109,-0.201109,0,195.793,,,,1042,,,,10.6375,0.006,-0.006,0,176.759,1.008,-1.008,0,5468.73,114.582,-114.582,0,4.37458,0.0792873,-0.0792873,0,1.05,0.05,-0.05,0,2020-07-15 20:44:31,2022-09-08 10:10:02,9.6586000264007,1.26,11.295,9.996,9.603,28.074162603378,
2093.01,402898317,PC,20h10m57.01s,302.737523,+70d52m10.75s,70.869653,-36.894,0.043,-0.043,0,55.129,0.046,-0.046,0,2458751.624048,0.003413,-0.003413,0,53.8108713,0.0002349,-0.0002349,0,4.2655099,0.4254017,-0.4254017,0,0.0009651696621,64.578354,-64.578354,0,2.2249096,1.1120877,-1.1120877,0,3.0646979,,,,337.4556203,,,,10.6699,0.006,-0.006,0,82.7982,0.1586,-0.1586,0,4455,125.547,-125.547,0,4.55621,0.0998748,-0.0998748,0,0.730261,0.0598493,-0.0598493,0,2020-07-15 20:44:31,2023-05-19 16:02:01,7.63606901753364,1.26,11.925,9.715,9.115,16.2216399065501,
2094.01,356016119,PC,16h56m34.21s,254.142533,+70d01m38.34s,70.027316,-55.269,0.063,-0.063,0,0.038,0.079,-0.079,0,2458691.319362,0.001444,-0.001444,0,18.7931749,0.0000384,-0.0000384,0,1.09889,0.3258055,-0.3258055,0,0.0018446985474,175.24152,-175.24152,0,1.7151271,0.6854407,-0.6854407,0,1.8563658,,,,297.7046646,,,,12.2669,0.007,-0.007,0,50.0248,0.0837,-0.0837,0,3457,157,-157,0,4.84825,0.00178,-0.00178,0,0.376775,0.0112267,-0.0112267,0,2020-07-15 20:44:31,2023-06-12 12:03:00,5.44438671998786,1.26,14.409,10.801,10.205,17.9345420631192,
2095.01,235678745,CP,19h02m32.77s,285.636524,+75d25m06.65s,75.418514,203.44,0.048,-0.048,0,-21.318,0.047,-0.047,0,2459752.69391,0.005565,-0.005565,0,17.6648787,0.0001405,-0.0001405,0,2.61,0.369,-0.369,0,0.00067,1.75452,-1.75452,0,1.25125,0.0768311,-0.0768311,0,3.28445,,,,375,,,,11.0788,0.007,-0.007,0,41.9176,0.05,-0.05,0,3746,157,-157,0,4.76979,0.0064789,-0.0064789,0,0.46,0.01,-0.01,0,2020-07-15 20:44:32,2023-04-21 12:02:59,3.61335874530362,0.19,13.19,9.797,9.186,2.15950412804097,
2095.02,235678745,CP,19h02m32.77s,285.636524,+75d25m06.65s,75.418514,203.44,0.048,-0.048,0,-21.318,0.047,-0.047,0,2459718.493451,0.00619,-0.00619,0,28.1722908,0.0002936,-0.0002936,0,3.47,0.603,-0.603,0,0.00082,2.40765,-2.40765,0,1.31656,0.0879947,-0.0879947,0,2.45492,,,,348,,,,11.0788,0.007,-0.007,0,41.9176,0.05,-0.05,0,3746,157,-157,0,4.76979,0.0064789,-0.0064789,0,0.46,0.01,-0.01,0,2020-07-15 20:44:32,2023-04-21 12:02:59,3.86043831294582,0.19,13.19,9.797,9.186,2.41552810416078,
2096.01,142748283,PC,10h06m28.49s,151.618699,+74d49m37.96s,74.827211,-26.044,0.076,-0.076,0,-75.114,0.094,-0.094,0,2459601.846172,0.003113,-0.003113,0,3.1190716,0.0000129,-0.0000129,0,1.1585974,0.1684635,-0.1684635,0,0.0029645828911,503.0731,-503.0731,0,1.6229796,0.2075826,-0.2075826,0,10.0845871,,,,454.5004101,,,,13.4764,0.007,-0.007,0,48.4809,0.098,-0.098,0,3285,157,-157,0,4.98992,0.014318,-0.014318,0,0.247331,0.0073474,-0.0073474,0,2020-07-15 20:44:32,2023-05-19 16:02:01,5.06723147291595,1.26,15.92,11.877,11.298,27.256626215238,
2096.02,142748283,PC,10h06m28.49s,151.618699,+74d49m37.96s,74.827211,-26.044,0.076,-0.076,0,-75.114,0.094,-0.094,0,2458687.53823,0.001196,-0.001196,0,6.3878202,0.000014,-0.000014,0,1.4551851,0.1603285,-0.1603285,0,0.0058570164704,425.97147,-425.97147,0,2.041471,0.1852531,-0.1852531,0,3.8775285,,,,357.8973634,,,,13.4764,0.007,-0.007,0,48.4809,0.098,-0.098,0,3285,157,-157,0,4.98992,0.014318,-0.014318,0,0.247331,0.0073474,-0.0073474,0,2020-07-15 20:44:32,2023-05-19 16:02:01,6.82794389075851,1.26,15.92,11.877,11.298,39.584040223044,
2097.01,279982557,FP,19h49m34.5s,297.393769,+66d17m38.25s,66.293958,-29.674,0.043,-0.043,0,13.444,0.042,-0.042,0,2458712.393015,0.002287,-0.002287,0,1.7890217,0.0000363,-0.0000363,0,1.9190564,0.4334371,-0.4334371,0,0.0003916251669,41.727295,-41.727295,0,1.6741803,1.1330742,-1.1330742,0,554.8261181,,,,1237.8242135,,,,11.6685,0.006,-0.006,0,198.345,0.7935,-0.7935,0,5264,133.906,-133.906,0,4.59586,0.0840356,-0.0840356,0,0.791524,0.0447689,-0.0447689,0,2020-07-15 20:44:32,2021-10-29 12:59:15,5.27602275134278,1.26,12.391,10.879,10.461,15.3835666707634,
2098.01,356700488,PC,16h57m49.36s,254.455649,+68d41m58.49s,68.699581,13.667,0.06,-0.06,0,-20.542,0.077,-0.077,0,2458756.674319,0.007979,-0.007979,0,,,,0,12.4131426,0.5851362,-0.5851362,0,0.0002308387014,27.625998,-27.625998,0,2.4661884,0.3647983,-0.3647983,0,13.8234959,,,,491.7838032,,,,8.20773,0.006,-0.006,0,148.944,0.669,-0.669,0,7788,126.105,-126.105,0,4.32577,0.074527,-0.074527,0,1.5457799,0.0435377,-0.0435377,0,2020-07-15 20:44:32,2022-11-15 17:58:42,8.72967127161951,1.26,8.413,7.962,7.926,12.2897516833187,
2099.01,230386397,FP,19h03m08.64s,285.786011,+64d13m48.92s,64.230256,13.957,0.037,-0.037,0,64.235,0.04,-0.04,0,2459626.670376,0.004069,-0.004069,0,19.5078657,0.0001229,-0.0001229,0,4.603,0.754,-0.754,0,0.00177,17.4455,-17.4455,0,3.92839,0.454226,-0.454226,0,61.4917,,,,780,,,,11.2011,0.006,-0.006,0,95.3985,0.1655,-0.1655,0,4316,115.142,-115.142,0,4.56,0.0980273,-0.0980273,0,0.71,0.06,-0.06,0,2020-07-15 20:44:32,2022-08-19 16:02:02,15.9897892646507,1.28,12.224,10.167,9.557,47.8311754720533,
210.01,141608198,PC,05h55m50.84s,88.96184,-73d59m07.04s,-73.985288,80.456,0.078,-0.078,0,-139.153,0.114,-0.114,0,2459338.99312,0.004373,-0.004373,0,9.0105414,0.0000094,-0.0000094,0,1.8443264,0.1136389,-0.1136389,0,0.0041250713,102.422775,-102.422775,0,2.1513682,0.2008962,-0.2008962,0,3.3568205,,,,345.2246743,,,,12.5395,0.008,-0.008,0,42.8091,0.09895,-0.09895,0,3275,,,0,4.438,,,0,0.330146,0.0099659,-0.0099659,0,2019-05-07 17:42:37,2022-03-22 10:10:02,7.30958856554222,1.26,15.366,10.873,10.258,42.0326725091299,
2100.01,219436394,PC,13h42m22.43s,205.59347,+76d38m52.73s,76.647981,-48.068,0.042,-0.042,0,3.251,0.041,-0.041,0,2459605.640236,0.00391,-0.00391,0,23.6573994,0.0000807,-0.0000807,0,2.308778,0.2835642,-0.2835642,0,0.0011809350567,72.99173,-72.99173,0,3.0681221,0.7170393,-0.7170393,0,23.5564568,,,,561.884745,,,,10.8676,0.006,-0.006,0,163.982,0.6435,-0.6435,0,5535,122.408,-122.408,0,4.57126,0.0790786,-0.0790786,0,0.846615,0.0426985,-0.0426985,0,2020-07-15 20:44:32,2023-05-25 16:02:01,11.5957326777802,1.28,11.432,10.217,9.863,24.1946324328201,
2101.01,165527918,PC,17h44m32.09s,266.13371,+54d05m27.5s,54.090971,12.459,0.037,-0.037,0,-38.062,0.044,-0.044,0,2459761.311616,0.003335,-0.003335,0,9.0754002,0.0000494,-0.0000494,0,3.246,0.35,-0.35,0,0.0006,0.61883,-0.61883,0,2.55169,0.161189,-0.161189,0,97.37,,,,875,,,,10.6397,0.006,-0.006,0,178.427,0.591,-0.591,0,5619,133.1,-133.1,0,4.44,0.08,-0.08,0,1,0.05,-0.05,0,2020-07-15 22:35:34,2022-10-05 10:10:01,9.1251507801588,1.26,11.21,10.027,9.688,21.7359721705521,
2102.01,289590465,PC,16h53m46.27s,253.442793,+65d17m38.26s,65.293961,-11.609,0.046,-0.046,0,-36.14,0.048,-0.048,0,2458687.583784,0.001494,-0.001494,0,6.7060238,0.0000181,-0.0000181,0,1.6782365,0.2638103,-0.2638103,0,0.0005429365808,45.642166,-45.642166,0,2.12647,0.4621417,-0.4621417,0,100.7791488,,,,808.0950027,,,,11.4106,0.006,-0.006,0,183.737,0.6945,-0.6945,0,5292,125.791,-125.791,0,4.58201,0.084333,-0.084333,0,0.807811,0.0452136,-0.0452136,0,2020-07-15 22:35:34,2023-05-19 10:10:02,7.19980613028824,1.26,12.229,10.686,10.284,14.1638685015631,
2103.01,160491359,PC,15h56m04.06s,239.016918,+73d04m26.11s,73.07392,-77.706,0.041,-0.041,0,15.186,0.046,-0.046,0,2459663.746739,0.006218,-0.006218,0,2.6620728,0.0000119,-0.0000119,0,1.7235054,0.1636016,-0.1636016,0,0.0002209994213,20.053398,-20.053398,0,1.2172175,0.9033179,-0.9033179,0,267.4349792,,,,1031.3932912,,,,10.3366,0.006,-0.006,0,95.5156,0.1938,-0.1938,0,4884,123.5,-123.5,0,4.54,0.09,-0.09,0,0.799716,0.0531859,-0.0531859,0,2020-07-15 22:35:34,2023-03-15 10:10:02,3.48612060711692,0.19,11.269,9.499,9.062,2.26598054920822,2
2103.02,160491359,PC,15h56m04.06s,239.016918,+73d04m26.11s,73.07392,-77.706,0.041,-0.041,0,15.186,0.046,-0.046,0,2458697.682402,0.006387,-0.006387,0,20.2926468,0.0001656,-0.0001656,0,3.7402567,0.4682981,-0.4682981,0,0.0003199395199,37.72366,-37.72366,0,1.7004976,0.2695093,-0.2695093,0,17.826244,,,,524.0644631,,,,10.3366,0.006,-0.006,0,95.5156,0.1938,-0.1938,0,4884,123.5,-123.5,0,4.54,0.09,-0.09,0,0.799716,0.0531859,-0.0531859,0,2023-03-02 20:06:11,2023-05-19 16:02:01,5.38409351559818,1.26,11.269,9.499,9.062,9.99880116969984,2
2104.01,367630162,PC,10h06m26.93s,151.612215,+83d05m16.22s,83.08784,-88.917,0.037,-0.037,0,-132.175,0.035,-0.035,0,2459766.777146,0.003166,-0.003166,0,3.272306,0.0000182,-0.0000182,0,1.859,0.285,-0.285,0,0.00036,0.864661,-0.864661,0,1.45864,0.119503,-0.119503,0,149.019,,,,973,,,,10.0556,0.006,-0.006,0,76.7418,0.1274,-0.1274,0,4907,121.6,-121.6,0,4.62,0.09,-0.09,0,0.72,0.05,-0.05,0,2020-07-15 22:35:34,2022-09-02 16:02:01,4.41058624582019,0.19,10.838,9.252,8.746,3.69557568178122,2.6
2104.02,367630162,PC,10h06m26.93s,151.612215,+83d05m16.22s,83.08784,-88.917,0.037,-0.037,0,-132.175,0.035,-0.035,0,2459763.051864,0.003906,-0.003906,0,5.9043831,0.0000369,-0.0000369,0,2.573,0.547,-0.547,0,0.00041,36.3864,-36.3864,0,1.45725,0.12266,-0.12266,0,90.1242,,,,858,,,,10.0556,0.006,-0.006,0,76.7418,0.1274,-0.1274,0,4907,121.6,-121.6,0,4.62,0.09,-0.09,0,0.72,0.05,-0.05,0,2020-09-23 20:00:30,2022-11-30 16:02:01,4.40512308159861,0.19,10.838,9.252,8.746,3.71246288609627,2.6
2104.03,367630162,PC,10h06m26.93s,151.612215,+83d05m16.22s,83.08784,-88.917,0.037,-0.037,0,-132.175,0.035,-0.035,0,2459759.01004,0.004333,-0.004333,0,15.18089,0.0001093,-0.0001093,0,2.862,0.673,-0.673,0,0.00068,59.0526,-59.0526,0,1.9835,0.158668,-0.158668,0,17.6206,,,,570,,,,10.0556,0.006,-0.006,0,76.7418,0.1274,-0.1274,0,4907,121.6,-121.6,0,4.62,0.09,-0.09,0,0.72,0.05,-0.05,0,2022-02-28 23:51:57,2022-11-30 16:02:01,6.57696650970525,1.26,10.838,9.252,8.746,24.7298935183707,2.6
2104.04,367630162,PC,10h06m26.93s,151.612215,+83d05m16.22s,83.08784,-88.917,0.037,-0.037,0,-132.175,0.035,-0.035,0,2458683.385446,0.00193,-0.00193,0,1.9803047,0.0000114,-0.0000114,0,1.693,0.282,-0.282,0,0.00033,26.3653,-26.3653,0,1.1101252,1.6911396,-1.6911396,0,319.977,,,,1178,,,,10.0556,0.006,-0.006,0,76.7418,0.1274,-0.1274,0,4907,121.6,-121.6,0,4.62,0.09,-0.09,0,0.72,0.05,-0.05,0,2022-02-28 23:51:57,2022-11-30 16:02:01,3.09276779119702,0.19,10.838,9.252,8.746,4.45142271095927,2.6
2104.05,367630162,PC,10h06m26.93s,151.612215,+83d05m16.22s,83.08784,-88.917,0.037,-0.037,0,-132.175,0.035,-0.035,0,2458687.794321,0.004362,-0.004362,0,9.56111,0.0000835,-0.0000835,0,3.0128111,0.4246716,-0.4246716,0,0.000381556764,47.67415,-47.67415,0,1.6790876,0.2766555,-0.2766555,0,40.5800926,,,,643.7214903,,,,10.0556,0.006,-0.006,0,76.7418,0.1274,-0.1274,0,4907,121.6,-121.6,0,4.62,0.09,-0.09,0,0.723757,0.0465477,-0.0465477,0,2022-11-16 01:02:05,2022-11-16 12:02:29,5.29613595121546,1.26,10.838,9.252,8.746,16.4741606995313,2.6
2105.01,156199502,PC,12h04m15.47s,181.064438,+83d26m16.92s,83.438034,-250.6,0.047,-0.047,0,88.434,0.036,-0.036,0,2459422.272665,0.003864,-0.003864,0,15.9152686,0.0000544,-0.0000544,0,1.1393111,0.4000864,-0.4000864,0,0.0006525574248,72.58472,-72.58472,0,2.2277479,2.4513698,-2.4513698,0,23.4115602,,,,561.0187018,,,,9.8565,0.006,-0.006,0,72.9091,0.1173,-0.1173,0,4718,121.745,-121.745,0,4.49012,0.0925532,-0.0925532,0,0.821067,0.0576634,-0.0576634,0,2020-07-15 22:35:34,2023-05-22 16:02:02,7.64873509663398,1.26,10.88,8.992,8.499,25.4275432039211,
2106.01,393911494,FP,13h48m42.83s,207.178453,+44d54m42.31s,44.911752,-28.575,0.042,-0.042,0,-63.889,0.06,-0.06,0,2458899.861702,0.000576,-0.000576,0,0.6332593,0.0000131,-0.0000131,0,0.8622011,0.0566515,-0.0566515,0,0.0011914597195,75.69162,-75.69162,0,5.3027904,3.7474084,-3.7474084,0,4030.7512475,,,,2032.1990726,,,,9.85649,0.006,-0.006,0,121.167,0.4895,-0.4895,0,5590,122.048,-122.048,0,4.45374,0.0788276,-0.0788276,0,0.976212,0.0483266,-0.0483266,0,2020-07-15 22:35:34,2021-10-29 12:59:15,23.6167190931568,1.15,10.52,9.081,8.842,113.576821228703,
2107.01,446549906,PC,19h07m11.17s,286.796541,-58d41m48.61s,-58.696835,3.888,0.053,-0.053,0,-8.107,0.049,-0.049,0,2458654.61467,0.00051,-0.00051,0,2.45457,,,0,2.39,0.054,-0.054,0,0.01925,3.89327,-3.89327,0,14.183,0.745426,-0.745426,0,508.468,,,,1322,,,,11.3819,0.006,-0.006,0,236.705,1.919,-1.919,0,5565,124.9,-124.9,0,4.45,0.08,-0.08,0,0.97,0.05,-0.05,0,2020-07-17 14:54:19,2023-05-14 12:03:03,84.8520419344111,1.15,12.0363,10.737,10.435,414.502536789433,
2108.01,347538174,APC,16h29m55.58s,247.481601,+21d29m42.58s,21.495162,-0.39,0.056,-0.056,0,7.572,0.053,-0.053,0,2459719.380198,0.001498,-0.001498,0,6.8019625,0.0007853,-0.0007853,0,2.9121651,0.1153928,-0.1153928,0,0.0154656374163,493.90906,-493.90906,0,29.3148832,28.43558,-28.43558,0,501.9413628,,,,1207.2104771,,,,10.223,0.008,-0.008,0,251.884,2.739,-2.739,0,6300,133.3,-133.3,0,4.22,0.09,-0.09,0,1.42268,0.0666332,-0.0666332,0,2020-07-28 21:38:56,2022-08-24 16:02:02,218.061192499669,1.15,10.597,9.554,9.3,421.715733706948,
2109.01,392476080,CP,16h52m44.71s,253.186297,+16d34m47.69s,16.579915,-8.449,0.043,-0.043,0,-9.257,0.051,-0.051,0,2458984.38888,0.00042,-0.00042,0,0.67249,0.00002,-0.00002,0,1.801,0.125,-0.125,0,0.00789,2.01878,-2.01878,0,15.7288,0.739851,-0.739851,0,14429,,,,3053,,,,9.78569,0.006,-0.006,0,262.041,2.7255,-2.7255,0,6647,135.1,-135.1,0,4.12,0.09,-0.09,0,1.7,0.07,-0.07,0,2020-07-28 21:38:56,2023-05-11 12:03:14,97.0662007682027,1.15,10.217,9.382,9.129,709.889193650485,
211.01,300293197,APC,07h21m07.13s,110.279707,-68d34m42.12s,-68.578366,5.8,1.6,-1.6,0,9.3,1.6,-1.6,0,2459175.996679,0.001586,-0.001586,0,6.5627165,0.0008505,-0.0008505,0,1.8223088,0.108794,-0.108794,0,0.0020236772519,265.90558,-265.90558,0,6.0814404,0.7570405,-0.7570405,0,239.6265299,,,,1003.4678766,,,,9.4906,0.006,-0.006,0,121.321,,,0,5873.97,102.627,-102.627,0,4.35182,0.109989,-0.109989,0,1.08871,,,0,2018-12-04 21:48:36,2021-10-29 12:59:15,28.2209841937412,1.15,10.129,8.894,8.56,99.6410332236876,
2110.01,394029948,FA,18h48m55.11s,282.229631,+78d34m08.21s,78.568946,27.204,0.046,-0.046,0,20.522,0.041,-0.041,0,2458687.55509,0.00851,-0.00851,0,32.76639,0.00245,-0.00245,0,6.089,0.782,-0.782,0,0.0005,1.92442,-1.92442,0,3.20531,0.260256,-0.260256,0,38.3962,,,,693,,,,9.69902,0.006,-0.006,0,182.323,0.7245,-0.7245,0,6073,134,-134,0,4.21,0.08,-0.08,0,1.39,0.07,-0.07,0,2020-07-28 21:38:56,2022-06-02 12:03:17,12.2742457460658,1.28,10.211,9.152,8.876,20.3633765164101,
2111.01,356235833,FP,17h20m23.13s,260.096376,+20d16m54.68s,20.281856,-51.299,0.028,-0.028,0,-174.989,0.034,-0.034,0,2458984.370747,0.000779,-0.000779,0,1.2693421,0.0000358,-0.0000358,0,1.0184352,0.1830175,-0.1830175,0,0.0006261471348,31.238977,-31.238977,0,2.4586279,1.5685664,-1.5685664,0,1427.1660287,,,,1567.6112605,,,,9.1597,0.006,-0.006,0,83.1749,0.1674,-0.1674,0,5477,121.4,-121.4,0,4.46,0.08,-0.08,0,0.952786,0.048603,-0.048603,0,2020-07-28 21:38:56,2021-10-29 12:59:15,8.69489639399552,1.26,9.83,8.477,8.147,83.9025325287328,
2112.01,427320001,PC,22h55m25.04s,343.854335,+70d17m50.24s,70.29729,38.327,0.049,-0.049,0,1.357,0.044,-0.044,0,2459729.804553,0.001511,-0.001511,0,14.0120582,0.0001565,-0.0001565,0,5.9348633,0.115317,-0.115317,0,0.0007515203056,42.59862,-42.59862,0,4.4835127,0.2879591,-0.2879591,0,335.0295174,,,,1091.1652269,,,,7.1776,0.006,-0.006,0,86.1058,0.19105,-0.19105,0,7184,121.9,-121.9,0,4.25,0.08,-0.08,0,1.58046,0.0573015,-0.0573015,0,2020-07-28 21:38:56,2023-05-19 10:10:02,18.9874957526319,1.15,7.48,6.862,6.785,112.393488284207,
2112.02,427320001,PC,22h55m25.04s,343.854335,+70d17m50.24s,70.29729,38.327,0.049,-0.049,0,1.357,0.044,-0.044,0,2459856.006624,0.00138,-0.00138,0,155.8237,0.0019447,-0.0019447,0,10.641846,0.1249674,-0.1249674,0,0.0011644006092,77.46202,-77.46202,0,5.5521957,0.3103744,-0.3103744,0,156.5032302,,,,902.0914695,,,,7.1776,0.006,-0.006,0,86.1058,0.19105,-0.19105,0,7184,121.9,-121.9,0,4.25,0.08,-0.08,0,1.58046,0.0573015,-0.0573015,0,2022-07-28 21:31:06,2023-01-30 16:02:02,25.0707865415998,1.15,7.48,6.862,6.785,135.023389228762,
2113.01,1400212743,PC,17h49m25.1s,267.354593,+40d27m25.58s,40.457105,-2.666,0.048,-0.048,0,-63.694,0.061,-0.061,0,2458984.22398,0.00888,-0.00888,0,5.24612,0.004,-0.004,0,4.194,0.62,-0.62,0,0.00103,3.56524,-3.56524,0,5.61881,1.29107,-1.29107,0,368.522,,,,1220,,,,10.5163,0.006,-0.006,0,250.755,1.8115,-1.8115,0,5286.9,691.4,-691.4,0,,,,0,1.76,0.39,-0.39,0,2020-07-28 21:38:56,2021-10-29 12:59:15,25.4625218591476,1.15,10.453,9.43,9.176,49.3286449995915,
2114.01,9828416,PC,17h24m23.13s,261.096395,+33d12m18.26s,33.205073,-7.865,0.04,-0.04,0,-3.024,0.045,-0.045,0,2459768.726495,0.000728,-0.000728,0,6.2099663,0.0000076,-0.0000076,0,4.49,0.398,-0.398,0,0.00409,0.618771,-0.618771,0,14.369,0.682371,-0.682371,0,1293.02,,,,1670,,,,9.8251,0.007,-0.007,0,317.845,2.447,-2.447,0,6382,131.3,-131.3,0,3.9,0.09,-0.09,0,2.1,0.1,-0.1,0,2020-07-28 21:38:56,2022-09-02 16:02:01,86.3014857227013,1.15,10.265,9.352,9.153,209.704258770728,
2115.01,54464870,FP,01h18m22.89s,19.595393,+63d32m42.31s,63.545086,-5.424,0.063,-0.063,0,10.006,0.069,-0.069,0,2458792.69036,0.00937,-0.00937,0,3.69443,0.00019,-0.00019,0,4.665,0.559,-0.559,0,0.00021,0.400177,-0.400177,0,3.02321,0.175769,-0.175769,0,5384.59,,,,2386,,,,8.29254,0.006,-0.006,0,213.097,2.6725,-2.6725,0,8153,224.6,-224.6,0,4.09,0.08,-0.08,0,2.11,0.07,-0.07,0,2020-07-28 21:38:56,2021-10-29 12:59:15,11.3755544675796,1.28,8.43,7.941,7.907,52.3427822293453,
2116.01,422838133,FP,01h35m19.07s,23.829473,+72d56m12.64s,72.936844,-5.951,0.04,-0.04,0,1.354,0.045,-0.045,0,2459741.534916,0.007524,-0.007524,0,5.309031,0.0000568,-0.0000568,0,5.851,0.516,-0.516,0,0.0004,0.454895,-0.454895,0,3.29096,0.189683,-0.189683,0,2058.62,,,,1876,,,,9.68129,0.006,-0.006,0,239.945,1.52,-1.52,0,6927,319.6,-319.6,0,4.18,0.1,-0.1,0,1.65,0.07,-0.07,0,2020-07-28 21:38:57,2022-07-13 10:10:02,12.7023229119929,1.28,10.006,9.215,9.009,42.501436430413,
2117.01,279212407,FP,01h42m45.71s,25.690461,+65d53m44.77s,65.895769,26.394,0.042,-0.042,0,-12.294,0.044,-0.044,0,2458971.41863,0.00185,-0.00185,0,28.6620782,0.0005842,-0.0005842,0,4.351,0.338,-0.338,0,0.0026,109.426,-109.426,0,12.4971,2.06455,-2.06455,0,119.851,,,,921,,,,9.98272,0.006,-0.006,0,255.917,2.0205,-2.0205,0,6280,503,-503,0,4.05,0.13,-0.13,0,1.72,0.08,-0.08,0,2020-07-28 21:38:57,2022-07-13 16:02:01,71.9806530752799,1.15,10.535,9.414,9.122,74.5050377940204,
2118.01,17416749,FP,16h08m48.24s,242.201,+35d41m28.09s,35.691135,-8.05,0.093,-0.093,0,-26.801,0.132,-0.132,0,2458956.56894,0.00399,-0.00399,0,2.34483,0.00033,-0.00033,0,1.417,0.353,-0.353,0,0.00037,1.27335,-1.27335,0,4.2647,0.322806,-0.322806,0,580.577,,,,1367,,,,8.63532,0.006,-0.006,0,186.825,2.2255,-2.2255,0,6398,126.4,-126.4,0,3.89,0.09,-0.09,0,2.13,0.09,-0.09,0,2020-07-28 21:38:57,2021-10-29 12:59:15,17.7917552724236,1.15,9.11,8.119,7.94,39.4456509583557,
2119.01,236387002,CP,16h17m43.17s,244.429882,+26d18m15.16s,26.304211,-29.295,0.062,-0.062,0,6.824,0.073,-0.073,0,2459721.969425,0.000159,-0.000159,0,7.2008624,0.0000022,-0.0000022,0,2.142,0.057,-0.057,0,0.05117,83.9805,-83.9805,0,12.723,0.628659,-0.628659,0,11.7385,,,,515,,,,10.3978,0.007,-0.007,0,31.4006,0.0429,-0.0429,0,3606,157,-157,0,4.74,0.01,-0.01,0,0.5,0.01,-0.01,0,2020-07-29 05:09:23,2022-08-23 16:02:02,73.6766972922785,1.15,12.39,8.976,8.393,997.794768430904,
212.01,206609630,APC,01h30m12.01s,22.550024,-59d34m59.69s,-59.583246,-116.97,2,-2,0,-16.69,2,-2,0,2458325.489663,0.000052,-0.000052,0,0.3352724,0.000001,-0.000001,0,0.7186284,0.0076445,-0.0076445,0,0.0189817461868,225.45465,-225.45465,0,4.4688,0.776006,-0.776006,0,11198.4790201,,,,2823.7,,,,12.5595,0.008,-0.008,0,,,,0,3332,63,-63,0,4.94964,0.399131,-0.399131,0,0.3,0.05,-0.05,0,2018-10-22 18:35:11,2021-10-29 12:59:15,18.9065356538642,1.15,,10.577,9.95,1328.90175499607,
2120.01,389900760,PC,01h34m01.76s,23.507315,+65d30m50.36s,65.513988,306.282,0.065,-0.065,0,-215.531,0.078,-0.078,0,2458795.822874,0.000997,-0.000997,0,5.7998189,0.000014,-0.000014,0,1.014374,0.1012109,-0.1012109,0,0.0085673390223,1317.3026,-1317.3026,0,2.6346124,0.3922637,-0.3922637,0,3.7367095,,,,354.6027378,,,,12.8233,0.007,-0.007,0,32.1755,0.05285,-0.05285,0,3179,157,-157,0,4.99978,0.0153626,-0.0153626,0,0.240233,0.0072819,-0.0072819,0,2020-07-29 05:13:33,2023-03-09 16:02:02,9.5125185164952,1.26,15.648,11.1,10.452,76.0048239281164,
2121.01,88996391,APC,17h35m46.65s,263.944366,+36d11m47.37s,36.196492,-16.54,2.198,-2.198,0,-23.999,2.198,-2.198,0,2459718.98744,0.001822,-0.001822,0,2.3195654,0.0000347,-0.0000347,0,2.0259086,0.0318616,-0.0318616,0,0.0195086953576,290.3744,-290.3744,0,12.4030722,2.5790782,-2.5790782,0,195.4879901,,,,953.6736208,,,,11.9441,0.006,-0.006,0,,,,0,4325.66,44.2312,-44.2312,0,4.438,,,0,0.628365,0.0575012,-0.0575012,0,2020-07-29 05:13:33,2022-11-18 16:02:02,71.2773947516963,1.15,13.101,10.743,10.168,314.604296960805,
