pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,pl_bmasse_refname,pl_semimajoraxis,pl_semimajoraxiserr1,pl_semimajoraxiserr2,pl_aor,pl_aorerr1,pl_aorerr2,pl_tsm,pl_tsmerr1,pl_tsmerr2
K2-337 b,K2-337,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,16.273563,5.4e-05,-5.3e-05,0.0,,,,,2.62,0.19,-0.14,0.0,0.234,0.017,-0.012,0.0,,,,,,,,,,,,,,122.88264245073503,,,,850.0,19.0,-18.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5869.0,88.0,-81.0,0.0,1.32,0.06,-0.06,0.0,0.94,0.04,-0.03,0.0,-0.27,0.06,-0.06,0.0,[Fe/H],4.17,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m02.67s,127.761137,+16d54m01.69s,16.9004702,421.636,10.783,-10.268,12.385,0.069,-0.069,11.186,0.021,-0.021,10.804,0.018,-0.018,12.2299,0.000179,-0.000179,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.12307978311969696,0.0015594322851901904,-0.0014684634821284237,20.035221803053872,1.0558358806769732,-0.90827103890134,9.367405146391578,2.1209761252315307,-1.6041952866591283
K2-338 b,K2-338,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,3.850614,1.2e-05,-1.2e-05,0.0,,,,,1.03,0.11,-0.05,0.0,0.092,0.01,-0.004,0.0,,,,,,,,,,,,,,88.07597395968813,,,,783.0,12.0,-14.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4558.0,91.0,-81.0,0.0,0.63,0.01,-0.01,0.0,0.66,0.02,-0.02,0.0,-0.23,0.12,-0.13,0.0,[Fe/H],4.65,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h17m26.62s,124.3609294,+17d01m26.96s,17.0241557,156.951,0.602,-0.597,13.322,0.126,-0.126,11.336,0.021,-0.021,10.613,0.017,-0.017,13.0455,0.000305,-0.000305,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.041848317266831164,0.0004143764563810867,-0.00044053177566415885,14.269779899501927,0.2633903794494383,-0.24671432690699469,2.249731524966302,0.6166649004889675,-0.5420124620315827
K2-339 b,K2-339,1,1,1,Transit,2019,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,19.507428,0.000116,-0.000113,0.0,,,,,1.92,0.19,-0.12,0.0,0.171,0.017,-0.011,0.0,,,,,,,,,,,,,,15.795422724425501,,,,508.0,12.0,-12.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4857.0,86.0,-84.0,0.0,0.72,0.03,-0.03,0.0,0.74,0.04,-0.03,0.0,-0.11,0.14,-0.14,0.0,[Fe/H],4.59,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m19.81s,130.082542,+18d41m34.46s,18.6929046,360.36,5.236,-5.236,14.487,0.206,-0.206,12.796,0.021,-0.021,12.173,0.023,-0.023,14.3436,0.000523,-0.000523,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.12817460995631969,0.0018937907618196692,-0.0018824345308580959,38.30405924399114,1.754190595905861,-1.6206635416626156,6.1368064994965765,1.8303337328536227,-1.3595231676767936
K2-34 b,K2-34,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,2.9956348,2e-07,-2e-07,0.0,0.0442,0.002,-0.002,0.0,13.75,0.58,-0.59,0.0,1.227,0.052,-0.053,0.0,,,,,,,,,,,,,,1439.9431398391364,,,,1687.0,24.0,-25.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,6168.0,46.0,-76.0,0.0,1.42,0.06,-0.05,0.0,1.16,0.04,-0.04,0.0,0.01,0.03,-0.04,0.0,[Fe/H],4.2,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m18.89s,127.5787231,+22d14m09.31s,22.2359194,348.646,6.323,-6.106,11.447,0.017,-0.017,10.528,0.025,-0.025,10.193,0.017,-0.017,11.4357,0.00091,-0.00091,2021-09-20,2022-01,2021-09-20,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,0.04276535751830712,0.0004724318082558396,-0.0005251070059071952,6.464869522819987,0.2650162623308532,-0.23842119444837095,-139.9692618543077,20.126197363710318,-19.114347776477928
K2-340 b,K2-340,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,29.740451,0.000169,-0.000161,0.0,,,,,3.36,0.44,-0.32,0.0,0.3,0.039,-0.029,0.0,,,,,,,,,,,,,,32.04167541449994,,,,606.0,31.0,-36.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5532.0,90.0,-90.0,0.0,1.13,0.14,-0.1,0.0,0.93,0.04,-0.04,0.0,0.08,0.13,-0.14,0.0,[Fe/H],4.3,0.07,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m44.96s,127.9373409,+19d04m28.51s,19.0745863,738.136,22.291,-21.043,14.428,0.08,-0.08,12.927,0.022,-0.022,12.435,0.023,-0.023,14.1327,0.000206,-0.000206,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.18333066652551372,0.002574506007662708,-0.0024679936905342426,34.945633630721446,4.072132885794396,-3.1993918765814904,5.794267725558325,2.5138647745343397,-1.7767275831932743
K2-341 b,K2-341,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,36.552551,0.000127,-0.000122,0.0,,,,,3.21,0.25,-0.19,0.0,0.286,0.022,-0.017,0.0,,,,,,,,,,,,,,30.279795470561265,,,,598.0,16.0,-15.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5817.0,45.0,-48.0,0.0,1.16,0.06,-0.05,0.0,0.98,0.07,-0.07,0.0,-0.05,0.18,-0.18,0.0,[Fe/H],4.3,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m59.33s,130.4971951,+19d54m59.89s,19.9166357,421.408,7.437,-7.189,12.725,0.069,-0.069,11.516,0.025,-0.025,11.17,0.019,-0.019,12.5585,0.000162,-0.000162,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.2146639824690014,0.004824029610889485,-0.005681291008252293,39.71781451207363,2.1443693731177973,-2.0250843335357587,9.870490955058388,2.3361266218102266,-1.950227306346707
K2-342 b,K2-342,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,11.561052,0.00069,-0.000668,0.0,,,,,2.03,0.13,-0.09,0.0,0.181,0.012,-0.008,0.0,,,,,,,,,,,,,,130.43999613270776,,,,861.0,14.0,-15.0,0.0,1.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5920.0,104.0,-104.0,0.0,1.09,0.03,-0.03,0.0,1.01,0.05,-0.05,0.0,-0.06,0.08,-0.09,0.0,[Fe/H],4.36,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h52m29.26s,133.1218996,+21d14m19.25s,21.2386816,208.357,1.734,-1.706,11.338,0.016,-0.016,10.084,0.025,-0.025,9.71,0.02,-0.02,11.0702,0.000543,-0.000543,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.10038282156938227,0.0016574265765515184,-0.001695735880371127,19.807712660491095,0.6172812811275357,-0.625573184066095,16.520547762765403,2.8146711786188376,-2.5350101449433406
K2-343 b,K2-343,1,1,2,Transit,2019,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,2.787174,4e-06,-4e-06,0.0,,,,,1.65,0.16,-0.08,0.0,0.147,0.014,-0.007,0.0,,,,,,,,,,,,,,42.75069801767791,,,,653.0,10.0,-12.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,3804.0,93.0,-74.0,0.0,0.46,0.01,-0.01,0.0,0.49,0.01,-0.01,0.0,-0.1,0.18,-0.25,0.0,[Fe/H],4.8,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m48.52s,134.2021746,+21d30m09.68s,21.5026882,166.169,1.047,-1.047,16.01,0.183,-0.183,12.692,0.02,-0.02,11.855,0.023,-0.023,15.1312,0.000291,-0.000291,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.030544081442238732,0.00020896545613300482,-0.00018963329788444436,14.277444284669098,0.3428805159266659,-0.3274520703605681,16.54823812241687,4.100086702601082,-3.5594903442698413
K2-343 c,K2-343,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,7.676972,1.2e-05,-1.2e-05,0.0,,,,,2.02,0.1,-0.07,0.0,0.18,0.009,-0.006,0.0,,,,,,,,,,,,,,11.072407071748646,,,,465.0,7.0,-7.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,3804.0,93.0,-74.0,0.0,0.46,0.01,-0.01,0.0,0.49,0.01,-0.01,0.0,-0.1,0.18,-0.25,0.0,[Fe/H],4.8,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m48.52s,134.2021746,+21d30m09.68s,21.5026882,166.169,1.047,-1.047,16.01,0.183,-0.183,12.692,0.02,-0.02,11.855,0.023,-0.023,15.1312,0.000291,-0.000291,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.0600313590144285,0.00038765448273001685,-0.00041874252865330835,28.076057773503965,0.6522191766139542,-0.6022274282949418,15.20629479122429,2.071175705329649,-1.711377481815921
K2-344 b,K2-344,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,3.35585,9.1e-05,-9.3e-05,0.0,,,,,1.59,0.1,-0.05,0.0,0.142,0.009,-0.004,0.0,,,,,,,,,,,,,,64.45730052721044,,,,722.0,7.0,-10.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4374.0,38.0,-34.0,0.0,0.49,0.01,-0.01,0.0,0.51,0.01,-0.01,0.0,-0.95,0.02,-0.02,0.0,[Fe/H],4.76,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h05m26.76s,136.3614923,+21d40m06.92s,21.6685886,75.1691,0.30675,-0.30675,13.423,0.114,-0.114,10.496,0.023,-0.023,9.662,0.025,-0.025,12.7423,0.000467,-0.000467,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.03504099149930451,0.00022400759371943302,-0.00022266083193451386,15.38773988010172,0.3199817034880521,-0.33184796537865147,41.88577162221165,7.042472886355476,-5.397959985676252
K2-345 b,K2-345,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,10.367437,2e-05,-1.9e-05,0.0,,,,,2.11,0.2,-0.09,0.0,0.188,0.018,-0.008,0.0,,,,,,,,,,,,,,8.445824253999385,,,,437.0,4.0,-5.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,3779.0,30.0,-26.0,0.0,0.52,0.01,-0.01,0.0,0.56,0.01,-0.01,0.0,0.26,0.07,-0.07,0.0,[Fe/H],4.74,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m49.82s,132.7075876,+21d47m20.53s,21.7890367,162.408,0.893,-0.884,15.72,0.2,-0.2,12.344,0.025,-0.025,11.46,0.021,-0.021,14.6951,0.000334,-0.000334,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.07671009278312896,0.00046724459052263634,-0.0004739865325975312,31.693091638414842,0.604711303050621,-0.5905071343990862,13.910494908048172,2.9928433814290543,-2.8069882785366005
K2-346 b,K2-346,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,26.201446,0.003331,-0.003124,0.0,,,,,2.26,0.19,-0.1,0.0,0.202,0.017,-0.009,0.0,,,,,,,,,,,,,,9.887018229503946,,,,450.0,5.0,-5.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4801.0,49.0,-49.0,0.0,0.7,0.01,-0.01,0.0,0.71,0.02,-0.02,0.0,-0.18,0.08,-0.08,0.0,[Fe/H],4.6,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h23m56.76s,125.9864854,+22d39m47.61s,22.663226,105.58,0.487,-0.482,11.903,0.034,-0.034,10.128,0.02,-0.02,9.501,0.023,-0.023,11.6828,0.000434,-0.000434,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.1541534507209631,0.0013278025921830694,-0.0014690348575635281,47.30791847791059,0.7963490217815519,-0.7693524389829491,23.747433366911046,5.070373112999434,-4.05323484245395
K2-347 b,K2-347,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,7.187257,2e-05,-2.1e-05,0.0,,,,,2.41,0.11,-0.1,0.0,0.215,0.01,-0.009,0.0,,,,,,,,,,,,,,39.72246800823761,,,,640.0,20.0,-21.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4599.0,178.0,-152.0,0.0,0.63,0.02,-0.02,0.0,0.66,0.03,-0.03,0.0,-0.26,0.17,-0.21,0.0,[Fe/H],4.65,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m29.44s,126.3726821,+23d17m50.66s,23.2974061,320.336,3.955,-3.862,15.15,0.069,-0.069,13.052,0.024,-0.024,12.3,0.023,-0.023,14.8131,0.000386,-0.000386,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.06341410140349266,0.0009721972706634996,-0.0009603583509264976,21.632313919142057,0.8095231786167467,-0.739471392947376,11.765273354932818,1.938061720325516,-1.5404450577060036
K2-348 b,K2-348,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,4.688418,0.000119,-0.000117,0.0,,,,,3.26,0.22,-0.11,0.0,0.291,0.02,-0.01,0.0,,,,,,,,,,,,,,162.9274850280777,,,,908.0,12.0,-11.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5077.0,40.0,-39.0,0.0,0.85,0.02,-0.02,0.0,0.83,0.02,-0.01,0.0,0.13,0.05,-0.05,0.0,[Fe/H],4.5,0.02,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m30.80s,130.8783479,+24d25m22.64s,24.4229559,201.856,1.5,-1.479,12.572,0.046,-0.046,10.958,0.022,-0.022,10.381,0.018,-0.018,12.3271,0.000129,-0.000129,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.05150589699121495,0.00028862772861172614,-0.0002761626020091751,13.004319819341102,0.33907194048041234,-0.30085888269876015,36.65356418731993,6.202398567981106,-5.393798374120941
K2-348 c,K2-348,1,1,2,Transit,2018,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,12.550171,0.001018,-0.001057,0.0,,,,,2.67,0.23,-0.11,0.0,0.238,0.021,-0.01,0.0,,,,,,,,,,,,,,43.83590013919001,,,,655.0,7.0,-9.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5077.0,40.0,-39.0,0.0,0.85,0.02,-0.02,0.0,0.83,0.02,-0.01,0.0,0.13,0.05,-0.05,0.0,[Fe/H],4.5,0.02,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m30.80s,130.8783479,+24d25m22.64s,24.4229559,201.856,1.5,-1.479,12.572,0.046,-0.046,10.958,0.022,-0.022,10.381,0.018,-0.018,12.3271,0.000129,-0.000129,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.09934690713733985,0.0005572647434192168,-0.0005737500232315257,25.12360825712337,0.609632981078633,-0.5712289159698294,20.049887114705186,3.976458638432433,-3.677796344036839
K2-349 b,K2-349,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,9.032178,0.000874,-0.000874,0.0,,,,,1.38,0.1,-0.07,0.0,0.123,0.009,-0.006,0.0,,,,,,,,,,,,,,16.740422078953628,,,,518.0,5.0,-4.0,0.0,0.0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,4385.0,29.0,-31.0,0.0,0.49,0.0,0.0,0.0,0.54,0.01,-0.01,0.0,-0.66,0.04,-0.04,0.0,[Fe/H],4.78,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m23.92s,199.0996546,-14d26m41.08s,-14.4447454,453.567,7.121,-6.907,14.585,0.149,-0.149,12.743,0.024,-0.024,12.204,0.029,-0.029,14.1826,0.000316,-0.000316,2021-08-23,2021-08,2021-08-23,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,0.06912907422820874,0.0004103436428918028,-0.00044898121677029723,30.336681328165355,0.18007566958516819,-0.19703142632183557,1.3288839208644072,0.26544831564791393,-0.2387591295532281
K2-35 b,K2-35,1,1,2,Transit,2016,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,2.399964,0.000198,-0.000204,0.0,0.031,0.001,-0.001,0.0,1.32,0.08,-0.08,0.0,0.118,0.007,-0.007,0.0,,,,,,,,,,0.13,0.173535,-0.105654,0.0,211.0,37.4,-32.5,0.0,947.1702494267657,,,,0.0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4402.71,95.55,-93.27,0.0,0.62,0.03,-0.03,0.0,0.7,0.07,-0.07,0.0,0.04,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m24.74s,170.1031027,+01d17m09.12s,1.2858679,252.596,2.4395,-2.4395,14.166,0.172,-0.172,12.144,0.024,-0.024,11.423,0.021,-0.021,13.9152,0.000398,-0.000398,2020-10-15,2017-11,2020-10-22,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,0.03122520409832409,0.0009769760269570868,-0.0010602732526936859,10.848911981983889,0.6821715327524895,-0.6116349138165891,1.7593980876431463,0.4084993775674455,-0.3404698738178624
